L01 EMG I - 肌電圖
檔案名:  G3-EMGR2-L01
星期五, 三月 23, 2018
08:34:35 下午
秒	EMG	EMG 積分
6.5	-0.00976563	0.0125244
6.502	-0.00183105	0.0125122
6.504	-0.0146484	0.0126343
6.506	-0.0177002	0.0127075
6.508	-0.012207	0.012738
6.51	-0.0164795	0.0128479
6.512	-0.0128174	0.0129456
6.514	-0.00793457	0.0128784
6.516	-0.0152588	0.0128967
6.518	-0.0134277	0.0129822
6.52	-0.0146484	0.0130493
6.522	-0.0134277	0.0130005
6.524	-0.0134277	0.0129944
6.526	-0.00976563	0.0129944
6.528	-0.010376	0.0129639
6.53	-0.0128174	0.0129272
6.532	-0.0158691	0.01297
6.534	-0.00793457	0.0130188
6.536	-0.00976563	0.0130188
6.538	-0.0115967	0.0130066
6.54	-0.00732422	0.0130676
6.542	-0.00732422	0.0131165
6.544	-0.0115967	0.013031
6.546	-0.00915527	0.0129883
6.548	-0.00732422	0.0130249
6.55	-0.00915527	0.0129639
6.552	-0.0134277	0.0129028
6.554	-0.00854492	0.0128784
6.556	-0.010376	0.0128479
6.558	-0.0158691	0.0127747
6.56	-0.0152588	0.0127991
6.562	-0.0115967	0.0128662
6.564	-0.0152588	0.012915
6.566	-0.010376	0.0128601
6.568	-0.0146484	0.0129395
6.57	-0.0146484	0.0130066
6.572	-0.012207	0.013031
6.574	-0.00915527	0.0130371
6.576	-0.00793457	0.0130493
6.578	-0.00793457	0.0130188
6.58	-0.00610352	0.0129639
6.582	-0.0189209	0.0130371
6.584	-0.00915527	0.0130127
6.586	-0.00610352	0.0129578
6.588	-0.012207	0.0129578
6.59	-0.0152588	0.01297
6.592	-0.0140381	0.0129639
6.594	-0.0164795	0.0129822
6.596	-0.00732422	0.0129211
6.598	-0.0109863	0.0128601
6.6	-0.0109863	0.0128662
6.602	-0.010376	0.0128418
6.604	-0.0115967	0.0128601
6.606	-0.0128174	0.0128296
6.608	-0.00732422	0.0127808
6.61	-0.00732422	0.0127441
6.612	-0.00793457	0.0127319
6.614	-0.0170898	0.0128174
6.616	-0.0115967	0.0128113
6.618	-0.010376	0.0128723
6.62	-0.0140381	0.0128967
6.622	-0.00854492	0.0129089
6.624	-0.022583	0.013031
6.626	-0.0134277	0.0129395
6.628	-0.00610352	0.0129944
6.63	-0.0146484	0.0130005
6.632	-0.00793457	0.0128662
6.634	-0.00915527	0.0128479
6.636	-0.00854492	0.0127625
6.638	-0.00549316	0.0126343
6.64	-0.00244141	0.0124512
6.642	-0.00854492	0.0124268
6.644	-0.012207	0.0124268
6.646	-0.0115967	0.0123413
6.648	-0.00549316	0.0122253
6.65	-0.0109863	0.0121643
6.652	-0.0115967	0.0121277
6.654	-0.012207	0.0120728
6.656	-0.012207	0.0120667
6.658	-0.0128174	0.0120178
6.66	-0.0134277	0.0119873
6.662	-0.00244141	0.0118347
6.664	-0.00244141	0.011731
6.666	-0.0238037	0.0117859
6.668	-0.0164795	0.0117981
6.67	-0.00488281	0.0116699
6.672	-0.0109863	0.0115967
6.674	-0.0183105	0.011615
6.676	-0.0158691	0.0116028
6.678	-0.0195313	0.0117249
6.68	-0.0109863	0.0117004
6.682	-0.0134277	0.0116211
6.684	-0.0115967	0.0116089
6.686	-0.010376	0.0115662
6.688	-0.00915527	0.0115479
6.69	-0.0115967	0.0115356
6.692	-0.0115967	0.0114746
6.694	-0.00976563	0.0115051
6.696	-0.012207	0.0114868
6.698	-0.0177002	0.0114197
6.7	-0.00793457	0.0114014
6.702	-0.00976563	0.0114807
6.704	-0.0134277	0.0114685
6.706	-0.00732422	0.0113647
6.708	-0.0115967	0.0113586
6.71	-0.0244141	0.011438
6.712	-0.00244141	0.0113342
6.714	-0.00610352	0.0113159
6.716	-0.0140381	0.0113037
6.718	-0.0134277	0.0113037
6.72	-0.0115967	0.0112732
6.722	-0.00732422	0.0112122
6.724	-0.00488281	0.0111267
6.726	-0.00610352	0.0110901
6.728	-0.00793457	0.0110657
6.73	-0.00854492	0.0110229
6.732	-0.00854492	0.0109497
6.734	-0.00854492	0.0109558
6.736	-0.012207	0.0109802
6.738	-0.00671387	0.0109314
6.74	-0.00793457	0.0109375
6.742	-0.00854492	0.0109497
6.744	-0.00732422	0.010907
6.746	-0.00854492	0.0109009
6.748	-0.010376	0.0109314
6.75	-0.00610352	0.0109009
6.752	-0.00793457	0.0108459
6.754	-0.00671387	0.0108276
6.756	-0.00427246	0.0107666
6.758	-0.0134277	0.0107422
6.76	-0.00732422	0.0106628
6.762	-0.00427246	0.0105896
6.764	-0.00610352	0.010498
6.766	-0.00793457	0.0104736
6.768	-0.00793457	0.0104065
6.77	-0.00915527	0.0103516
6.772	-0.00915527	0.010321
6.774	-0.00793457	0.0103088
6.776	-0.00793457	0.0103088
6.778	-0.00305176	0.01026
6.78	-0.00610352	0.01026
6.782	-0.00488281	0.0101196
6.784	-0.00183105	0.0100464
6.786	-0.00488281	0.0100342
6.788	-0.00305176	0.00994263
6.79	0.00244141	0.00981445
6.792	-0.00854492	0.00975952
6.794	-0.00488281	0.00964355
6.796	-0.00549316	0.00962524
6.798	-0.00793457	0.00959473
6.8	-0.00549316	0.00953979
6.802	-0.00305176	0.00946655
6.804	-0.00793457	0.00942993
6.806	-0.00854492	0.00938721
6.808	-0.00305176	0.00934448
6.81	-0.012207	0.00939331
6.812	-0.00793457	0.00939331
6.814	0.00793457	0.00930176
6.816	0.00183105	0.0092041
6.818	-0.0183105	0.00928345
6.82	-0.00305176	0.00917358
6.822	0.00793457	0.00916748
6.824	-0.0146484	0.00908813
6.826	-0.00366211	0.00899048
6.828	-0.00976563	0.0090271
6.83	-0.00610352	0.00894165
6.832	-0.0128174	0.00899048
6.834	-0.0115967	0.00901489
6.836	-0.00915527	0.009021
6.838	-0.00549316	0.009021
6.84	-0.00610352	0.00905762
6.842	-0.00366211	0.00900879
6.844	-0.00488281	0.00893555
6.846	-0.00427246	0.0088623
6.848	-0.00488281	0.0088562
6.85	-0.00305176	0.00877686
6.852	-0.00732422	0.00873413
6.854	-0.00610352	0.0086731
6.856	-0.00488281	0.00859985
6.858	-0.00549316	0.00852661
6.86	-0.00427246	0.00843506
6.862	-0.00305176	0.00844116
6.864	-0.00610352	0.00847778
6.866	-0.00427246	0.00828247
6.868	-0.00427246	0.0081604
6.87	-0.00610352	0.00817261
6.872	0	0.00806274
6.874	-0.00183105	0.00789795
6.876	-0.0128174	0.00786743
6.878	-0.00366211	0.00770874
6.88	-0.00549316	0.00765381
6.882	-0.0012207	0.00753174
6.884	-0.00183105	0.00743408
6.886	-0.00488281	0.00737915
6.888	-0.00305176	0.00731812
6.89	-0.00488281	0.00725098
6.892	-0.000610352	0.00714111
6.894	0.000610352	0.00704956
6.896	-0.00183105	0.0069458
6.898	-0.00183105	0.00678711
6.9	0.000610352	0.00671387
6.902	0.00976563	0.00671387
6.904	-0.00244141	0.006604
6.906	-0.020752	0.00673828
6.908	0.00488281	0.00667114
6.91	0.000610352	0.00643311
6.912	-0.00671387	0.00647583
6.914	-0.00915527	0.00650635
6.916	-0.0128174	0.00649414
6.918	-0.00854492	0.00644531
6.92	-0.00671387	0.00639648
6.922	-0.00183105	0.00634155
6.924	-0.00305176	0.00632324
6.926	-0.00854492	0.00634766
6.928	-0.0115967	0.00638428
6.93	-0.00183105	0.00631714
6.932	-0.00976563	0.00632935
6.934	-0.00427246	0.00628662
6.936	-0.0134277	0.00629883
6.938	-0.0109863	0.00634155
6.94	-0.00427246	0.00630493
6.942	-0.00671387	0.00628662
6.944	-0.00976563	0.00631104
6.946	-0.0158691	0.00638428
6.948	-0.00610352	0.00634155
6.95	-0.00610352	0.00634155
6.952	-0.0158691	0.0064209
6.954	-0.00366211	0.00639038
6.956	-0.0134277	0.00648193
6.958	-0.0170898	0.00651855
6.96	-0.00305176	0.00647583
6.962	-0.00793457	0.00651245
6.964	-0.012207	0.00657349
6.966	-0.00244141	0.00651855
6.968	-0.000610352	0.00644531
6.97	-0.0134277	0.00648804
6.972	-0.00915527	0.00648804
6.974	-0.00305176	0.00643921
6.976	-0.00732422	0.00643311
6.978	-0.00915527	0.00649414
6.98	-0.010376	0.00653687
6.982	-0.0128174	0.00661621
6.984	-0.0134277	0.00673218
6.986	-0.00549316	0.00673828
6.988	0	0.00670776
6.99	-0.0177002	0.00686035
6.992	-0.00732422	0.00684814
6.994	-0.00183105	0.00681763
6.996	-0.00976563	0.00686035
6.998	-0.00915527	0.00687256
7	-0.00549316	0.00687256
7.002	-0.00610352	0.00690308
7.004	-0.00793457	0.00690308
7.006	-0.0115967	0.00693359
7.008	-0.012207	0.00702515
7.01	-0.00183105	0.00692139
7.012	-0.00610352	0.00690308
7.014	-0.00549316	0.00687866
7.016	-0.0134277	0.00699463
7.018	-0.00366211	0.00684814
7.02	-0.00671387	0.00688477
7.022	-0.00305176	0.00683594
7.024	-0.00793457	0.0067688
7.026	-0.00671387	0.00679932
7.028	-0.000610352	0.00670776
7.03	-0.00610352	0.00670776
7.032	-0.00427246	0.00662231
7.034	-0.0012207	0.00651855
7.036	-0.010376	0.00653076
7.038	0.00244141	0.00650024
7.04	0.00549316	0.00649414
7.042	-0.00610352	0.00651855
7.044	-0.0140381	0.00661011
7.046	-0.00305176	0.0065979
7.048	-0.00488281	0.0065979
7.05	-0.00854492	0.00665283
7.052	-0.00610352	0.00664063
7.054	0.000610352	0.00658569
7.056	-0.00427246	0.00657959
7.058	-0.0140381	0.00666504
7.06	-0.0012207	0.00663452
7.062	0.00183105	0.00662231
7.064	-0.00305176	0.0065918
7.066	-0.00244141	0.00657349
7.068	-0.00610352	0.0065918
7.07	-0.00305176	0.00656128
7.072	-0.00244141	0.00658569
7.074	-0.00244141	0.0065918
7.076	-0.00549316	0.00651855
7.078	-0.00366211	0.00651855
7.08	-0.00427246	0.00650635
7.082	-0.00854492	0.00657959
7.084	-0.00976563	0.00665894
7.086	-0.00488281	0.00665894
7.088	-0.00366211	0.00666504
7.09	-0.00793457	0.00669556
7.092	-0.012207	0.00681152
7.094	-0.0012207	0.00681763
7.096	0.00183105	0.00681763
7.098	-0.00610352	0.00686035
7.1	-0.00244141	0.00687866
7.102	-0.00427246	0.00682373
7.104	-0.00671387	0.00686646
7.106	-0.00793457	0.00673828
7.108	-0.00366211	0.00672607
7.11	-0.00671387	0.00678711
7.112	-0.0109863	0.00682983
7.114	-0.010376	0.00684204
7.116	-0.00732422	0.00678711
7.118	-0.010376	0.00680542
7.12	-0.00732422	0.00681152
7.122	-0.00549316	0.00684814
7.124	-0.00671387	0.00688477
7.126	-0.00549316	0.00685425
7.128	-0.00549316	0.00679321
7.13	-0.00671387	0.00684204
7.132	-0.00549316	0.00679932
7.134	-0.000610352	0.0067627
7.136	0.00183105	0.00664673
7.138	-0.010376	0.00664063
7.14	-0.0109863	0.00670776
7.142	-0.00366211	0.00667725
7.144	-0.00366211	0.00661621
7.146	-0.010376	0.00656128
7.148	-0.0109863	0.00661011
7.15	-0.00488281	0.0065979
7.152	-0.00549316	0.00649414
7.154	-0.00793457	0.00653687
7.156	-0.00976563	0.00650024
7.158	-0.010376	0.00643311
7.16	-0.00610352	0.00646362
7.162	-0.0128174	0.00651245
7.164	-0.012207	0.00651245
7.166	-0.00305176	0.00651855
7.168	-0.00671387	0.00657959
7.17	-0.0115967	0.00656128
7.172	-0.00854492	0.00655518
7.174	0.00305176	0.00655518
7.176	0.00305176	0.00651245
7.178	-0.000610352	0.006427
7.18	0.00366211	0.00635986
7.182	0.000610352	0.00623779
7.184	-0.00305176	0.00613403
7.186	0	0.0060791
7.188	-0.000610352	0.00608521
7.19	-0.00427246	0.00595093
7.192	-0.010376	0.00598145
7.194	-0.000610352	0.00596924
7.196	-0.00183105	0.00588989
7.198	-0.00671387	0.00586548
7.2	-0.00793457	0.00588989
7.202	-0.00610352	0.00588989
7.204	-0.00427246	0.00585327
7.206	-0.00183105	0.00575562
7.208	-0.0140381	0.00577393
7.21	-0.00976563	0.00585327
7.212	-0.00488281	0.00584106
7.214	-0.00671387	0.00585327
7.216	-0.00671387	0.00578613
7.218	-0.0170898	0.00592041
7.22	-0.00976563	0.00595093
7.222	-0.00305176	0.00595093
7.224	-0.00671387	0.00593872
7.226	-0.0134277	0.00600586
7.228	-0.00366211	0.00603638
7.23	0.0012207	0.00598755
7.232	-0.00671387	0.00601196
7.234	-0.0170898	0.00617065
7.236	-0.00915527	0.00615845
7.238	-0.00305176	0.00616455
7.24	-0.00732422	0.00618286
7.242	-0.0177002	0.00629883
7.244	-0.0164795	0.00632324
7.246	-0.00854492	0.00637817
7.248	-0.0109863	0.00643921
7.25	-0.0134277	0.00648804
7.252	-0.0201416	0.00662842
7.254	-0.00976563	0.00671997
7.256	-0.00488281	0.00672607
7.258	-0.0170898	0.00675659
7.26	-0.00915527	0.00683594
7.262	-0.00671387	0.00688477
7.264	-0.010376	0.00695801
7.266	-0.00732422	0.00700684
7.268	-0.00671387	0.00701294
7.27	-0.00488281	0.00703125
7.272	-0.00610352	0.00706787
7.274	-0.00915527	0.00713501
7.276	-0.010376	0.00718384
7.278	-0.00244141	0.00717163
7.28	-0.0109863	0.00723877
7.282	-0.020752	0.00736084
7.284	-0.010376	0.00736694
7.286	-0.00305176	0.00734863
7.288	-0.0170898	0.00748291
7.29	-0.0134277	0.00753784
7.292	-0.0109863	0.00752563
7.294	-0.00976563	0.00761108
7.296	-0.00244141	0.00761719
7.298	-0.00671387	0.00762329
7.3	-0.012207	0.00772095
7.302	0.00305176	0.00770874
7.304	-0.00366211	0.00767822
7.306	-0.0128174	0.00772705
7.308	-0.00793457	0.00776978
7.31	-0.00671387	0.00776978
7.312	-0.00976563	0.00775757
7.314	-0.00976563	0.00775146
7.316	-0.010376	0.00778198
7.318	-0.0134277	0.0078125
7.32	-0.00854492	0.00782471
7.322	-0.00244141	0.00779419
7.324	-0.00915527	0.0078186
7.326	-0.00793457	0.00784302
7.328	-0.00671387	0.00785522
7.33	-0.00671387	0.00785522
7.332	-0.00793457	0.00787964
7.334	-0.00244141	0.00789795
7.336	-0.0115967	0.00799561
7.338	-0.00732422	0.00796509
7.34	-0.00244141	0.00787964
7.342	-0.00671387	0.00791016
7.344	-0.00976563	0.00797119
7.346	-0.00976563	0.00796509
7.348	0.00305176	0.00788574
7.35	-0.00793457	0.00791626
7.352	-0.00976563	0.00795898
7.354	-0.00854492	0.00796509
7.356	-0.00488281	0.00791626
7.358	-0.00488281	0.00786133
7.36	-0.0012207	0.0078125
7.362	-0.012207	0.0078064
7.364	-0.0183105	0.00786743
7.366	-0.00732422	0.00791016
7.368	-0.010376	0.00794678
7.37	-0.0109863	0.00794067
7.372	-0.0170898	0.00802612
7.374	-0.020752	0.00820313
7.376	-0.0109863	0.00828247
7.378	-0.0109863	0.00838623
7.38	-0.012207	0.00847168
7.382	-0.00793457	0.00854492
7.384	-0.0109863	0.00862427
7.386	-0.00305176	0.00865479
7.388	-0.00854492	0.00873413
7.39	-0.010376	0.00879517
7.392	-0.00366211	0.00872803
7.394	-0.00427246	0.00876465
7.396	-0.00488281	0.00879517
7.398	-0.00610352	0.00878906
7.4	-0.00793457	0.00878906
7.402	-0.00549316	0.00878296
7.404	-0.00488281	0.00878906
7.406	-0.00305176	0.00880127
7.408	-0.0109863	0.00877075
7.41	-0.00732422	0.00874634
7.412	-0.00549316	0.00875244
7.414	-0.00671387	0.00875244
7.416	-0.010376	0.00878906
7.418	-0.00549316	0.0086731
7.42	-0.00671387	0.00864258
7.422	-0.00732422	0.0086853
7.424	-0.00549316	0.0086731
7.426	-0.00549316	0.00859375
7.428	-0.00793457	0.00863647
7.43	-0.00610352	0.0086853
7.432	-0.00793457	0.00869751
7.434	-0.0012207	0.00853882
7.436	0.0140381	0.00858765
7.438	-0.0109863	0.00866699
7.44	-0.00915527	0.0086853
7.442	0.00488281	0.00855713
7.444	-0.00610352	0.00845337
7.446	-0.00610352	0.00842896
7.448	-0.010376	0.00842285
7.45	-0.00671387	0.00835571
7.452	-0.012207	0.00827637
7.454	-0.0109863	0.00828857
7.456	-0.00854492	0.0083252
7.458	-0.00366211	0.00819092
7.46	-0.00305176	0.00812988
7.462	-0.00610352	0.00812378
7.464	-0.00366211	0.00805664
7.466	-0.0128174	0.00811157
7.468	-0.00976563	0.00814209
7.47	0.000610352	0.00809937
7.472	-0.00610352	0.00809937
7.474	-0.0109863	0.00811768
7.476	-0.0109863	0.00812378
7.478	0.000610352	0.00810547
7.48	-0.000610352	0.00800171
7.482	-0.00305176	0.00782471
7.484	-0.00183105	0.00773926
7.486	-0.00183105	0.00772705
7.488	-0.00610352	0.00761719
7.49	0.00427246	0.00752563
7.492	0.00366211	0.00745239
7.494	-0.00305176	0.00738525
7.496	-0.00549316	0.00741577
7.498	-0.000610352	0.00735474
7.5	0.00671387	0.0072998
7.502	0.00549316	0.00732422
7.504	-0.00549316	0.00734253
7.506	0.00183105	0.00723267
7.508	0.00671387	0.00722046
7.51	-0.00793457	0.00723267
7.512	0.00305176	0.00716553
7.514	0.00549316	0.0071228
7.516	-0.010376	0.0071228
7.518	-0.00671387	0.00705566
7.52	-0.00549316	0.00702515
7.522	0.00183105	0.00701904
7.524	-0.00305176	0.00695801
7.526	-0.00427246	0.00692139
7.528	-0.00427246	0.00689697
7.53	-0.00366211	0.00686646
7.532	0.00366211	0.00682373
7.534	0.00305176	0.00682983
7.536	-0.00183105	0.00673218
7.538	-0.00610352	0.00671997
7.54	0.0140381	0.00683594
7.542	0.000610352	0.0067749
7.544	0.000610352	0.00668335
7.546	-0.000610352	0.0065918
7.548	-0.00305176	0.0065918
7.55	0.00671387	0.00657959
7.552	-0.00610352	0.00654297
7.554	-0.00488281	0.00650635
7.556	0.00244141	0.00648193
7.558	-0.00244141	0.00645752
7.56	-0.00366211	0.00648193
7.562	-0.00244141	0.00638428
7.564	-0.00183105	0.00621948
7.566	0.00183105	0.00616455
7.568	-0.00366211	0.00609741
7.57	-0.00244141	0.00601196
7.572	-0.00488281	0.00588989
7.574	-0.00305176	0.00571289
7.576	0.00976563	0.00570068
7.578	0.00366211	0.00562744
7.58	0.000610352	0.00551147
7.582	-0.000610352	0.00543823
7.584	0.00427246	0.00537109
7.586	0.00854492	0.00542603
7.588	0.00671387	0.00540771
7.59	0.00732422	0.0053772
7.592	-0.00854492	0.00542603
7.594	-0.00305176	0.00541382
7.596	0.00549316	0.00541992
7.598	0.00366211	0.00539551
7.6	0.00305176	0.00534668
7.602	-0.00305176	0.00532227
7.604	0	0.00527344
7.606	0.00549316	0.00529785
7.608	-0.00244141	0.0052124
7.61	0	0.00513916
7.612	0.00488281	0.00513306
7.614	-0.00427246	0.00510864
7.616	-0.00366211	0.0050415
7.618	0.00183105	0.00500488
7.62	-0.010376	0.0050415
7.622	-0.00244141	0.00499268
7.624	0.00366211	0.00497437
7.626	-0.00183105	0.00493774
7.628	-0.000610352	0.0048645
7.63	0.000610352	0.00480957
7.632	-0.000610352	0.00473633
7.634	0.00732422	0.00479736
7.636	0.00244141	0.0046814
7.638	0.00183105	0.00458984
7.64	0.00244141	0.00452271
7.642	0.0152588	0.00462646
7.644	0.00244141	0.00458984
7.646	-0.00915527	0.00462036
7.648	0.00610352	0.00457764
7.65	0.0115967	0.00462646
7.652	-0.00244141	0.00452881
7.654	-0.00549316	0.00447388
7.656	-0.00183105	0.00440674
7.658	0.00366211	0.00440674
7.66	0	0.00437622
7.662	-0.00305176	0.0043457
7.664	0.0012207	0.00432129
7.666	0.00244141	0.00421753
7.668	0.00427246	0.0041626
7.67	0.00427246	0.00419922
7.672	0.00427246	0.00418091
7.674	-0.0012207	0.00408325
7.676	0.00183105	0.0039917
7.678	0.00366211	0.00402222
7.68	0.00183105	0.00403442
7.682	-0.000610352	0.00401001
7.684	0.000610352	0.0039978
7.686	-0.00366211	0.00401611
7.688	-0.0012207	0.00396729
7.69	-0.00305176	0.00395508
7.692	-0.00366211	0.00395508
7.694	0.00793457	0.00400391
7.696	-0.0012207	0.00396118
7.698	0.00488281	0.00400391
7.7	0.00488281	0.0039856
7.702	-0.0170898	0.00410156
7.704	0.012207	0.0041687
7.706	-0.00183105	0.0041687
7.708	-0.00427246	0.00414429
7.71	-0.000610352	0.00407104
7.712	-0.0146484	0.00418701
7.714	-0.020752	0.0043396
7.716	-0.0115967	0.00435181
7.718	-0.000610352	0.00429077
7.72	-0.0158691	0.00439453
7.722	-0.0189209	0.00456543
7.724	-0.00915527	0.00462646
7.726	-0.0140381	0.00472412
7.728	-0.00366211	0.00471802
7.73	-0.00793457	0.00476074
7.732	-0.00549316	0.00477905
7.734	-0.00793457	0.00482788
7.736	-0.0115967	0.00492554
7.738	-0.0012207	0.00487671
7.74	-0.00610352	0.00479736
7.742	-0.0140381	0.00493164
7.744	-0.0134277	0.00505981
7.746	-0.00610352	0.00511475
7.748	-0.00488281	0.00513306
7.75	-0.0128174	0.00519409
7.752	-0.010376	0.00523682
7.754	-0.00244141	0.0052124
7.756	-0.00732422	0.00526123
7.758	-0.00732422	0.00531006
7.76	-0.00915527	0.00536499
7.762	-0.0109863	0.00545044
7.764	-0.00854492	0.00551758
7.766	-0.000610352	0.00550537
7.768	-0.00488281	0.00551758
7.77	-0.0164795	0.00565796
7.772	-0.00366211	0.00564575
7.774	-0.00183105	0.00563354
7.776	-0.00976563	0.00563354
7.778	-0.00610352	0.00565796
7.78	-0.00732422	0.0057251
7.782	-0.00915527	0.00581055
7.784	-0.00915527	0.00585938
7.786	-0.00427246	0.00581665
7.788	-0.00488281	0.00579834
7.79	-0.00488281	0.00577393
7.792	-0.00549316	0.00574341
7.794	-0.00915527	0.00580444
7.796	-0.000610352	0.00575562
7.798	0.00305176	0.00574951
7.8	-0.00732422	0.00579224
7.802	-0.00610352	0.00582275
7.804	0.00366211	0.00585938
7.806	-0.00976563	0.0059021
7.808	-0.00366211	0.00591431
7.81	0.00427246	0.00595703
7.812	0	0.0059082
7.814	0.00427246	0.0059082
7.816	0.00244141	0.005896
7.818	-0.00793457	0.00595703
7.82	0.00427246	0.005896
7.822	0.00244141	0.005896
7.824	0.000610352	0.00586548
7.826	-0.00183105	0.00586548
7.828	-0.00549316	0.00591431
7.83	-0.00427246	0.00595093
7.832	-0.00244141	0.00596924
7.834	-0.00671387	0.00596313
7.836	-0.00427246	0.00598145
7.838	-0.0109863	0.006073
7.84	-0.00671387	0.00611572
7.842	-0.0012207	0.00597534
7.844	-0.00427246	0.00599365
7.846	-0.0115967	0.00601807
7.848	-0.00427246	0.00599976
7.85	-0.00488281	0.00593262
7.852	-0.00854492	0.00599365
7.854	-0.00366211	0.00597534
7.856	0.00183105	0.00597534
7.858	-0.00427246	0.00598145
7.86	-0.00305176	0.00601196
7.862	-0.00793457	0.00606079
7.864	-0.0012207	0.00606079
7.866	-0.00305176	0.00606689
7.868	-0.0115967	0.00614014
7.87	-0.00488281	0.00614624
7.872	0.0012207	0.00611572
7.874	-0.00854492	0.00618896
7.876	-0.0140381	0.00631104
7.878	-0.012207	0.00639648
7.88	-0.00244141	0.00640259
7.882	0.00305176	0.006427
7.884	-0.00244141	0.00644531
7.886	-0.0177002	0.00658569
7.888	-0.00610352	0.00663452
7.89	-0.00427246	0.00664673
7.892	0	0.00661011
7.894	-0.00183105	0.00654907
7.896	-0.0177002	0.00671387
7.898	-0.0109863	0.0067749
7.9	-0.00427246	0.0067688
7.902	-0.00427246	0.00664063
7.904	-0.00915527	0.00661011
7.906	-0.00732422	0.00666504
7.908	-0.00488281	0.00667114
7.91	-0.00976563	0.0067627
7.912	-0.0164795	0.00678101
7.914	0.000610352	0.00657959
7.916	0.00488281	0.00651245
7.918	0.00671387	0.00657349
7.92	0.00976563	0.00651245
7.922	0.0146484	0.00646973
7.924	0.00488281	0.006427
7.926	-0.012207	0.00640869
7.928	0.00610352	0.00643311
7.93	0.022583	0.00657959
7.932	-0.00427246	0.00656738
7.934	-0.00976563	0.00658569
7.936	-0.0311279	0.00678101
7.938	-0.00671387	0.00683594
7.94	-0.0128174	0.00690308
7.942	-0.0128174	0.00689087
7.944	-0.00671387	0.00682373
7.946	0	0.0067627
7.948	-0.0463867	0.00717773
7.95	-0.00549316	0.00710449
7.952	-0.0183105	0.00718384
7.954	-0.0183105	0.00734253
7.956	-0.00183105	0.0072876
7.958	-0.0115967	0.00733032
7.96	-0.0201416	0.00744019
7.962	-0.00427246	0.00737305
7.964	0.00976563	0.00738525
7.966	0.0170898	0.00755005
7.968	-0.00427246	0.00754395
7.97	-0.00488281	0.00742798
7.972	0.0183105	0.00757446
7.974	0.0238037	0.00779419
7.976	-0.00305176	0.00772705
7.978	-0.0280762	0.00794678
7.98	-0.0170898	0.00804443
7.982	-0.0115967	0.00806885
7.984	-0.00549316	0.00803223
7.986	-0.0170898	0.0081604
7.988	0.00427246	0.0081543
7.99	-0.00793457	0.00818481
7.992	-0.00549316	0.00818481
7.994	-0.00915527	0.00818481
7.996	0.00732422	0.00825195
7.998	0.0164795	0.00838623
8	0.00427246	0.00835571
8.002	-0.0128174	0.00842285
8.004	0.00732422	0.00845947
8.006	0.0170898	0.00853271
8.008	-0.00976563	0.00859375
8.01	0.0195313	0.00874634
8.012	0.0146484	0.00889282
8.014	-0.00244141	0.00887451
8.016	-0.0146484	0.00899658
8.018	0.00244141	0.00894165
8.02	-0.00366211	0.00893555
8.022	-0.0146484	0.00905762
8.024	-0.0213623	0.00926514
8.026	-0.012207	0.0093689
8.028	0.012207	0.00943604
8.03	0.00549316	0.00944824
8.032	0.0115967	0.00953979
8.034	-0.00183105	0.00949097
8.036	0.0134277	0.00958252
8.038	0.0384521	0.00985718
8.04	0.0231934	0.010022
8.042	0.0201416	0.0102112
8.044	-0.00427246	0.0102112
8.046	-0.00854492	0.0101807
8.048	0.00793457	0.0102173
8.05	0.00732422	0.0102417
8.052	-0.0317383	0.0104736
8.054	-0.0183105	0.0106201
8.056	-0.022583	0.0108276
8.058	-0.0244141	0.0110291
8.06	-0.00793457	0.0110779
8.062	-0.00183105	0.0110168
8.064	0.0134277	0.0111389
8.066	0.0305176	0.0114136
8.068	0.0311279	0.0116089
8.07	0.0140381	0.0117004
8.072	0.0152588	0.0118408
8.074	0.0109863	0.0118652
8.076	0.0177002	0.0119019
8.078	-0.00305176	0.0118103
8.08	-0.0115967	0.0119019
8.082	-0.0219727	0.0120911
8.084	-0.0152588	0.0122192
8.086	-0.0177002	0.0122192
8.088	-0.00976563	0.0122559
8.09	-0.00854492	0.0122986
8.092	-0.00488281	0.0123474
8.094	0.0341797	0.0126709
8.096	0.0201416	0.0126953
8.098	-0.0140381	0.0127258
8.1	0.0390625	0.0130737
8.102	-0.00732422	0.0131042
8.104	-0.00732422	0.0130859
8.106	-0.0384521	0.0133972
8.108	-0.00976563	0.013446
8.11	-0.0335693	0.0136841
8.112	-0.0500488	0.0140198
8.114	-0.0177002	0.0141907
8.116	-0.0549316	0.0146912
8.118	-0.0189209	0.0148132
8.12	-0.00488281	0.0147644
8.122	0.00549316	0.0146729
8.124	-0.0012207	0.0146362
8.126	-0.00549316	0.0145691
8.128	-0.0164795	0.0146729
8.13	-0.0115967	0.014563
8.132	0.0140381	0.0146606
8.134	-0.000610352	0.0145691
8.136	-0.00305176	0.0142883
8.138	0	0.0142212
8.14	0.0268555	0.0143616
8.142	0.0213623	0.014447
8.144	0.0146484	0.0145264
8.146	0.00732422	0.0145996
8.148	0.032959	0.0144653
8.15	-0.00671387	0.0144775
8.152	-0.000610352	0.0143005
8.154	0.022583	0.0143433
8.156	-0.00427246	0.0143677
8.158	-0.0128174	0.0143799
8.16	0.0311279	0.0144897
8.162	-0.0201416	0.0146484
8.164	-0.00244141	0.0145752
8.166	0.0183105	0.0145874
8.168	-0.00244141	0.0145691
8.17	0.012207	0.0146423
